mode,size_bytes,size_kb,N,avg_total_ns,ns_per_iter
random_index,631808,617,157952,98957.1429,0.6265
sequential,632832,618,158208,18714.2857,0.1183
random,632832,618,158208,5036057.1429,31.8319
random_index,632832,618,158208,113500.0000,0.7174
sequential,633856,619,158464,15614.2857,0.0985
random,633856,619,158464,5142628.5714,32.4530
random_index,633856,619,158464,134871.4286,0.8511
sequential,634880,620,158720,18371.4286,0.1157
random,634880,620,158720,4846614.2857,30.5356
random_index,634880,620,158720,98471.4286,0.6204
sequential,635904,621,158976,13671.4286,0.0860
random,635904,621,158976,4644714.2857,29.2164
random_index,635904,621,158976,98785.7143,0.6214
sequential,636928,622,159232,13500.0000,0.0848
random,636928,622,159232,4585614.2857,28.7983
random_index,636928,622,159232,131900.0000,0.8284
sequential,637952,623,159488,12742.8571,0.0799
random,637952,623,159488,4781700.0000,29.9816
random_index,637952,623,159488,139100.0000,0.8722
sequential,638976,624,159744,13957.1429,0.0874
random,638976,624,159744,4717571.4286,29.5321
random_index,638976,624,159744,152185.7143,0.9527
sequential,640000,625,160000,17200.0000,0.1075
random,640000,625,160000,4959371.4286,30.9961
random_index,640000,625,160000,137428.5714,0.8589
sequential,641024,626,160256,15042.8571,0.0939
random,641024,626,160256,5058371.4286,31.5643
random_index,641024,626,160256,93871.4286,0.5858
sequential,642048,627,160512,14085.7143,0.0878
random,642048,627,160512,4684571.4286,29.1852
random_index,642048,627,160512,118200.0000,0.7364
sequential,643072,628,160768,13071.4286,0.0813
random,643072,628,160768,4711828.5714,29.3082
random_index,643072,628,160768,99914.2857,0.6215
sequential,644096,629,161024,12828.5714,0.0797
random,644096,629,161024,4957571.4286,30.7878
random_index,644096,629,161024,128771.4286,0.7997
sequential,645120,630,161280,15628.5714,0.0969
random,645120,630,161280,4826742.8571,29.9277
random_index,645120,630,161280,134500.0000,0.8340
sequential,646144,631,161536,12900.0000,0.0799
random,646144,631,161536,5293000.0000,32.7667
random_index,646144,631,161536,119257.1429,0.7383
sequential,647168,632,161792,13142.8571,0.0812
random,647168,632,161792,4774257.1429,29.5086
random_index,647168,632,161792,115228.5714,0.7122
sequential,648192,633,162048,12885.7143,0.0795
random,648192,633,162048,4696971.4286,28.9851
random_index,648192,633,162048,105042.8571,0.6482
sequential,649216,634,162304,12985.7143,0.0800
random,649216,634,162304,4950957.1429,30.5042
random_index,649216,634,162304,108485.7143,0.6684
