mode,size_bytes,size_kb,size_mb,elements,total_ns,ns_per_iter
sequential,838656,819.000000,0.799805,209664,121100,0.577591
random,838656,819.000000,0.799805,209664,7193600,34.310134
random_index,838656,819.000000,0.799805,209664,562500,2.682864
sequential,839680,820.000000,0.800781,209920,198700,0.946551
random,839680,820.000000,0.800781,209920,7617300,36.286681
random_index,839680,820.000000,0.800781,209920,570600,2.718178
sequential,840704,821.000000,0.801758,210176,121600,0.578563
random,840704,821.000000,0.801758,210176,7265100,34.566744
random_index,840704,821.000000,0.801758,210176,508700,2.420352
sequential,841728,822.000000,0.802734,210432,121600,0.577859
random,841728,822.000000,0.802734,210432,7088600,33.685941
random_index,841728,822.000000,0.802734,210432,513200,2.438793
sequential,842752,823.000000,0.803711,210688,225300,1.069354
random,842752,823.000000,0.803711,210688,7202600,34.186095
random_index,842752,823.000000,0.803711,210688,516900,2.453391
sequential,843776,824.000000,0.804688,210944,121700,0.576930
random,843776,824.000000,0.804688,210944,7033800,33.344395
random_index,843776,824.000000,0.804688,210944,527400,2.500190
sequential,844800,825.000000,0.805664,211200,122100,0.578125
random,844800,825.000000,0.805664,211200,7061900,33.437027
random_index,844800,825.000000,0.805664,211200,550000,2.604167
sequential,845824,826.000000,0.806641,211456,122100,0.577425
random,845824,826.000000,0.806641,211456,7203200,34.064770
random_index,845824,826.000000,0.806641,211456,521800,2.467653
sequential,846848,827.000000,0.807617,211712,122300,0.577672
random,846848,827.000000,0.807617,211712,7075600,33.420874
random_index,846848,827.000000,0.807617,211712,531000,2.508124
sequential,847872,828.000000,0.808594,211968,122600,0.578389
random,847872,828.000000,0.808594,211968,7212500,34.026362
random_index,847872,828.000000,0.808594,211968,538600,2.540950
sequential,848896,829.000000,0.809570,212224,122600,0.577691
random,848896,829.000000,0.809570,212224,7211500,33.980605
random_index,848896,829.000000,0.809570,212224,506100,2.384744
sequential,849920,830.000000,0.810547,212480,147200,0.692771
random,849920,830.000000,0.810547,212480,7175600,33.770708
random_index,849920,830.000000,0.810547,212480,514200,2.419992
sequential,850944,831.000000,0.811523,212736,207200,0.973977
random,850944,831.000000,0.811523,212736,7322300,34.419656
random_index,850944,831.000000,0.811523,212736,569100,2.675147
sequential,851968,832.000000,0.812500,212992,123000,0.577486
random,851968,832.000000,0.812500,212992,7095800,33.314866
random_index,851968,832.000000,0.812500,212992,553000,2.596342
sequential,852992,833.000000,0.813477,213248,123200,0.577731
random,852992,833.000000,0.813477,213248,7263900,34.063157
random_index,852992,833.000000,0.813477,213248,529800,2.484431
sequential,854016,834.000000,0.814453,213504,133900,0.627155
random,854016,834.000000,0.814453,213504,7347000,34.411533
random_index,854016,834.000000,0.814453,213504,531200,2.488010
sequential,855040,835.000000,0.815430,213760,123500,0.577751
random,855040,835.000000,0.815430,213760,7160400,33.497380
random_index,855040,835.000000,0.815430,213760,581100,2.718469
sequential,856064,836.000000,0.816406,214016,123600,0.577527
random,856064,836.000000,0.816406,214016,7198300,33.634401
random_index,856064,836.000000,0.816406,214016,507100,2.369449
sequential,857088,837.000000,0.817383,214272,123700,0.577304
random,857088,837.000000,0.817383,214272,7209400,33.646020
random_index,857088,837.000000,0.817383,214272,529400,2.470691
sequential,858112,838.000000,0.818359,214528,201500,0.939271
random,858112,838.000000,0.818359,214528,7200300,33.563451
random_index,858112,838.000000,0.818359,214528,547900,2.553979
sequential,859136,839.000000,0.819336,214784,124100,0.577790
random,859136,839.000000,0.819336,214784,7237700,33.697575
random_index,859136,839.000000,0.819336,214784,550700,2.563971
sequential,860160,840.000000,0.820312,215040,124200,0.577567
random,860160,840.000000,0.820312,215040,7298400,33.939732
random_index,860160,840.000000,0.820312,215040,540100,2.511626
sequential,861184,841.000000,0.821289,215296,124300,0.577345
random,861184,841.000000,0.821289,215296,7333900,34.064265
random_index,861184,841.000000,0.821289,215296,547100,2.541153
sequential,862208,842.000000,0.822266,215552,183200,0.849911
random,862208,842.000000,0.822266,215552,7186500,33.339983
random_index,862208,842.000000,0.822266,215552,556800,2.583135
sequential,863232,843.000000,0.823242,215808,280400,1.299303
random,863232,843.000000,0.823242,215808,7294800,33.802269
random_index,863232,843.000000,0.823242,215808,561300,2.600923
sequential,864256,844.000000,0.824219,216064,124800,0.577607
random,864256,844.000000,0.824219,216064,7326700,33.909860
random_index,864256,844.000000,0.824219,216064,560100,2.592287
sequential,865280,845.000000,0.825195,216320,125000,0.577848
random,865280,845.000000,0.825195,216320,7209700,33.328865
random_index,865280,845.000000,0.825195,216320,568600,2.628513
sequential,866304,846.000000,0.826172,216576,153900,0.710605
random,866304,846.000000,0.826172,216576,7226000,33.364731
random_index,866304,846.000000,0.826172,216576,531700,2.455027
sequential,867328,847.000000,0.827148,216832,125200,0.577406
random,867328,847.000000,0.827148,216832,7257000,33.468307
random_index,867328,847.000000,0.827148,216832,568100,2.620001
sequential,868352,848.000000,0.828125,217088,125400,0.577646
random,868352,848.000000,0.828125,217088,7240100,33.350991
random_index,868352,848.000000,0.828125,217088,559800,2.578678
sequential,869376,849.000000,0.829102,217344,125400,0.576966
random,869376,849.000000,0.829102,217344,7395900,34.028545
random_index,869376,849.000000,0.829102,217344,575300,2.646956
sequential,870400,850.000000,0.830078,217600,151800,0.697610
random,870400,850.000000,0.830078,217600,7403300,34.022518
random_index,870400,850.000000,0.830078,217600,553500,2.543658
sequential,871424,851.000000,0.831055,217856,125800,0.577446
random,871424,851.000000,0.831055,217856,7288800,33.456962
random_index,871424,851.000000,0.831055,217856,588400,2.700867
sequential,872448,852.000000,0.832031,218112,126000,0.577685
random,872448,852.000000,0.832031,218112,7252800,33.252641
random_index,872448,852.000000,0.832031,218112,289100,1.325466
sequential,873472,853.000000,0.833008,218368,250900,1.148978
random,873472,853.000000,0.833008,218368,7521300,34.443233
random_index,873472,853.000000,0.833008,218368,306100,1.401762
sequential,874496,854.000000,0.833984,218624,126200,0.577247
random,874496,854.000000,0.833984,218624,7288500,33.338060
random_index,874496,854.000000,0.833984,218624,411400,1.881770
sequential,875520,855.000000,0.834961,218880,233300,1.065881
random,875520,855.000000,0.834961,218880,7321600,33.450292
random_index,875520,855.000000,0.834961,218880,387200,1.769006
sequential,876544,856.000000,0.835938,219136,137100,0.625639
random,876544,856.000000,0.835938,219136,7350700,33.544009
random_index,876544,856.000000,0.835938,219136,553300,2.524916
sequential,877568,857.000000,0.836914,219392,126600,0.577049
random,877568,857.000000,0.836914,219392,7349000,33.497119
random_index,877568,857.000000,0.836914,219392,554400,2.526984
sequential,878592,858.000000,0.837891,219648,126900,0.577743
random,878592,858.000000,0.837891,219648,7493400,34.115494
random_index,878592,858.000000,0.837891,219648,522600,2.379261
sequential,879616,859.000000,0.838867,219904,127000,0.577525
random,879616,859.000000,0.838867,219904,7534800,34.264042
random_index,879616,859.000000,0.838867,219904,530000,2.410143
sequential,880640,860.000000,0.839844,220160,127500,0.579124
random,880640,860.000000,0.839844,220160,7575500,34.409066
random_index,880640,860.000000,0.839844,220160,548200,2.490007
sequential,881664,861.000000,0.840820,220416,127300,0.577544
random,881664,861.000000,0.840820,220416,7606600,34.510199
random_index,881664,861.000000,0.840820,220416,541100,2.454903
sequential,882688,862.000000,0.841797,220672,226600,1.026863
random,882688,862.000000,0.841797,220672,7569300,34.301135
random_index,882688,862.000000,0.841797,220672,538400,2.439820
sequential,883712,863.000000,0.842773,220928,127600,0.577564
random,883712,863.000000,0.842773,220928,7400300,33.496433
random_index,883712,863.000000,0.842773,220928,542700,2.456456
sequential,884736,864.000000,0.843750,221184,127700,0.577347
random,884736,864.000000,0.843750,221184,7629000,34.491645
random_index,884736,864.000000,0.843750,221184,571300,2.582917
sequential,885760,865.000000,0.844727,221440,127800,0.577132
random,885760,865.000000,0.844727,221440,7398200,33.409501
random_index,885760,865.000000,0.844727,221440,552400,2.494581
sequential,886784,866.000000,0.845703,221696,128100,0.577818
random,886784,866.000000,0.845703,221696,7586500,34.220284
random_index,886784,866.000000,0.845703,221696,528800,2.385248
sequential,887808,867.000000,0.846680,221952,128200,0.577602
random,887808,867.000000,0.846680,221952,7658400,34.504758
random_index,887808,867.000000,0.846680,221952,541700,2.440618
sequential,888832,868.000000,0.847656,222208,128300,0.577387
random,888832,868.000000,0.847656,222208,7818500,35.185502
random_index,888832,868.000000,0.847656,222208,568800,2.559764
sequential,889856,869.000000,0.848633,222464,210200,0.944872
random,889856,869.000000,0.848633,222464,8051500,36.192373
random_index,889856,869.000000,0.848633,222464,548900,2.467366
sequential,890880,870.000000,0.849609,222720,128900,0.578754
random,890880,870.000000,0.849609,222720,7573000,34.002335
random_index,890880,870.000000,0.849609,222720,550500,2.471713
sequential,891904,871.000000,0.850586,222976,128800,0.577641
random,891904,871.000000,0.850586,222976,7631700,34.226554
random_index,891904,871.000000,0.850586,222976,546100,2.449143
sequential,892928,872.000000,0.851562,223232,128800,0.576978
random,892928,872.000000,0.851562,223232,7478600,33.501469
random_index,892928,872.000000,0.851562,223232,554800,2.485307
sequential,893952,873.000000,0.852539,223488,129000,0.577212
random,893952,873.000000,0.852539,223488,7660600,34.277456
random_index,893952,873.000000,0.852539,223488,598100,2.676206
sequential,894976,874.000000,0.853516,223744,341400,1.525851
random,894976,874.000000,0.853516,223744,7649000,34.186392
random_index,894976,874.000000,0.853516,223744,549200,2.454591
sequential,896000,875.000000,0.854492,224000,129300,0.577232
random,896000,875.000000,0.854492,224000,7482100,33.402232
random_index,896000,875.000000,0.854492,224000,570300,2.545982
sequential,897024,876.000000,0.855469,224256,129600,0.577911
random,897024,876.000000,0.855469,224256,7653900,34.130190
random_index,897024,876.000000,0.855469,224256,538200,2.399936
sequential,898048,877.000000,0.856445,224512,129700,0.577697
random,898048,877.000000,0.856445,224512,7635400,34.008873
random_index,898048,877.000000,0.856445,224512,539100,2.401208
sequential,899072,878.000000,0.857422,224768,263200,1.170985
random,899072,878.000000,0.857422,224768,7508900,33.407336
random_index,899072,878.000000,0.857422,224768,535200,2.381122
sequential,900096,879.000000,0.858398,225024,129900,0.577272
random,900096,879.000000,0.858398,225024,7535100,33.485762
random_index,900096,879.000000,0.858398,225024,551200,2.449516
sequential,901120,880.000000,0.859375,225280,130000,0.577060
random,901120,880.000000,0.859375,225280,7819100,34.708363
random_index,901120,880.000000,0.859375,225280,549900,2.440962
sequential,902144,881.000000,0.860352,225536,130300,0.577735
random,902144,881.000000,0.860352,225536,7691700,34.104090
random_index,902144,881.000000,0.860352,225536,567400,2.515785
sequential,903168,882.000000,0.861328,225792,130600,0.578408
random,903168,882.000000,0.861328,225792,7762500,34.378986
random_index,903168,882.000000,0.861328,225792,564300,2.499203
sequential,904192,883.000000,0.862305,226048,293700,1.299282
random,904192,883.000000,0.862305,226048,7826200,34.621850
random_index,904192,883.000000,0.862305,226048,582500,2.576886
sequential,905216,884.000000,0.863281,226304,248100,1.096313
random,905216,884.000000,0.863281,226304,7690200,33.981724
random_index,905216,884.000000,0.863281,226304,593200,2.621253
sequential,906240,885.000000,0.864258,226560,225900,0.997087
random,906240,885.000000,0.864258,226560,8052900,35.544227
random_index,906240,885.000000,0.864258,226560,561300,2.477489
sequential,907264,886.000000,0.865234,226816,131000,0.577561
random,907264,886.000000,0.865234,226816,7899400,34.827349
random_index,907264,886.000000,0.865234,226816,571700,2.520545
sequential,908288,887.000000,0.866211,227072,131100,0.577350
random,908288,887.000000,0.866211,227072,8277100,36.451434
random_index,908288,887.000000,0.866211,227072,555900,2.448122
sequential,909312,888.000000,0.867188,227328,131300,0.577580
random,909312,888.000000,0.867188,227328,7851200,34.536881
random_index,909312,888.000000,0.867188,227328,572600,2.518827
sequential,910336,889.000000,0.868164,227584,138300,0.607688
random,910336,889.000000,0.868164,227584,7849900,34.492319
random_index,910336,889.000000,0.868164,227584,555000,2.438660
sequential,911360,890.000000,0.869141,227840,151500,0.664940
random,911360,890.000000,0.869141,227840,7680500,33.710060
random_index,911360,890.000000,0.869141,227840,586800,2.575492
sequential,912384,891.000000,0.870117,228096,131800,0.577827
random,912384,891.000000,0.870117,228096,7648600,33.532372
random_index,912384,891.000000,0.870117,228096,550200,2.412142
sequential,913408,892.000000,0.871094,228352,131900,0.577617
random,913408,892.000000,0.871094,228352,7982400,34.956558
random_index,913408,892.000000,0.871094,228352,581600,2.546945
sequential,914432,893.000000,0.872070,228608,132000,0.577408
